"Entity","Code","Year","X1.4.years.old","X10.14.years.old","X15.19.years.old","X20.24.years.old","X25.29.years.old","X30.34.years.old","X35.39.years.old","X40.44.years.old","X45.49.years.old","X5.9.years.old","X50.54.years.old","X55.59.years.old","X60.64.years.old","X65.69.years.old","X70.74.years.old","X75.79.years.old","X80..years.old","X.1.year.old"
"England and Wales",NA,2015,0.2,0.1,0.2,0.4,0.4,0.6,0.9,1.4,2,0.1,3.1,4.8,7.8,11.8,19.6,33.8,107.5,3.9
